Acro	Name	Status	AddressLine1	AddressLine2	AddressLine3	City	County	State	Zip	Region	Country	CBSA	Longitude	Latitude	Open/Acq Date	Metro	BU	TimeZone Code
BCA	Boca Raton	open	1400 Glades Road	Ste 110		Boca Raton	Palm Beach	FL	33486	Florida	USA	"Miami-Fort Lauderdale et al, FL"	-80.114501	26.365658	4/25/2001	MET_FL	10130	EST
BHL	Orlando	open	8003 Turkey Lake Road			Orlando	Orange	FL	32836	Florida	USA	"Orlando-Kissimmee, FL"	-81.477447	28.446793	6/25/2008	MET_FL	10194	EST
BIS	Biscayne	open	21105 Biscayne Blvd			Aventura	Miami-Dade	FL	33180	Florida	USA	"Miami-Fort Lauderdale et al, FL"	-80.140821	25.971134	5/5/1999	MET_FL	10096	EST
CGB	Coral Gables	open	6701 Red Road			Coral Gables	Miami-Dade	FL	33146	Florida	USA	"Miami-Fort Lauderdale et al, FL"	-80.284659	25.706282	9/26/2007	MET_FL	10190	EST
CSP	Coral Springs	open	810 University Drive			Coral Springs	Broward	FL	33071	Florida	USA	"Miami-Fort Lauderdale et al, FL"	-80.25685	26.24299	9/17/1998	MET_FL	10088	EST
CWD	Carrollwood	open	3802 Northdale Blvd.			Tampa	Hillsborough	FL	33624	Florida	USA	"Tampa-St. Petersburg et al, FL"	-82.502973	28.093138	11/1/2012	MET_FL	10339	EST
FTL	Ft. Lauderdale	open	2000 North Federal Highway			Fort Lauderdale	Broward	FL	33305	Florida	USA	"Miami-Fort Lauderdale et al, FL"	-80.117585	26.153671	8/22/2001	MET_FL	10117	EST
JAX	Jacksonville	open	10601 San Jose Blvd.			Jacksonville	Duval	FL	32257	Florida	USA	"Jacksonville, FL"	-81.625542	30.186014	12/10/2008	MET_FL	10253	EST
NPL	Naples	open	9101 Strada Place			Naples	Collier	FL	34108	Florida	USA	"Naples-Marco Island, FL"	-81.798101	26.252808	9/5/2008	MET_FL	10192	EST
PCR	Pinecrest	open	11701 S Dixie Hwy			Miami	Miami-Dade	FL	33156	Florida	USA	"Miami-Fort Lauderdale et al, FL"	-80.324703	25.662244	9/28/2007	MET_FL	10274	EST
PEM	Pembroke Pines	open	14956 Pines Blvd			Pembroke Pines	Broward	FL	33027	Florida	USA	"Miami-Fort Lauderdale et al, FL"	-80.346037	26.005587	3/28/2012	MET_FL	10193	EST
PGA	Palm Beach Gardens	open	11701 Lake Victoria Gardens Drive			Palm Bch Gardens	Palm Beach	FL	33410	Florida	USA	"Miami-Fort Lauderdale et al, FL"	-80.093873	26.847567	10/26/2005	MET_FL	10188	EST
PLA	Plantation	open	7720 Peters Road			Plantation	Broward	FL	33324	Florida	USA	"Miami-Fort Lauderdale et al, FL"	-80.25202	26.10417	4/14/1997	MET_FL	10069	EST
SAR	Sarasota	open	1451 First Street			Sarasota	Sarasota	FL	34236	Florida	USA	"Sarasota-Bradenton-Venice, FL"	-82.541217	27.337654	12/8/2004	MET_FL	10189	EST
SBE	South Beach	open	1020 Alton Rd			Miami Beach	Miami-Dade	FL	33139	Florida	USA	"Miami-Fort Lauderdale et al, FL"	-80.14119	25.780968	9/28/2007	MET_FL	10285	EST
SSC	San Souci	open	12150 Biscayne Blvd			North Miami	Miami-Dade	FL	33181	Florida	USA	"Miami-Fort Lauderdale et al, FL"	-80.165673	25.888008	5/1/2013	MET_FL	10477	EST
TLH	Tallahassee	open	1817 Thomasville Road			Tallahassee	Leon	FL	32303	Florida	USA	"Tallahassee, FL"	-84.269931	30.462626	10/9/2013	MET_FL	10478	EST
TPA	Tampa	open	1548 N Dale Mabry Hwy			Tampa	Hillsborough	FL	33607	Florida	USA	"Tampa-St. Petersburg et al, FL"	-82.507856	27.956819	9/28/2007	MET_FL	10299	EST
WLL	Wellington	open	2635 State Road 7			Wellington	Palm Beach	FL	33467	Florida	USA	"Miami-Fort Lauderdale et al, FL"	-80.206286	26.64126	11/5/2008	MET_FL	10195	EST
WPK	Winter Park	open	1989 Aloma Avenue			Winter Park	Orange	FL	32792	Florida	USA	"Orlando-Kissimmee, FL"	-81.324913	28.601065	4/29/1998	MET_FL	10085	EST
CLJ	Clapham Junction	open	305-311 Lavender Hill	Clapham Junct		London	London	GBR	SW11 1LN	Great Britain	GBR		-0.166615	51.463249	1/31/2004	MET_LDN	11106	GMT
CMD	Camden	open	49 Parkway	Camden		London	London	GBR	NW1 7PN	Great Britain	GBR		-0.144553	51.53791	1/31/2004	MET_LDN	11102	GMT
CTM	Cheltenham	open	Retail Unit L	Gallagher Retail Park	Tewkesbury Rd	Cheltenham	Gloucestershire	GBR	GL51 9RR	Great Britain	GBR		-2.10407	51.916659	11/7/2012	MET_ENG	11114	GMT
FLM	Fulham Broadway	open	Fulham Broadway			London	London	GBR	SW6 1AA	Great Britain	GBR		-0.196419	51.479979	4/8/2014	MET_LDN	11113	GMT
GFN	Giffnock	open	134 Fenwick Rd			Glasgow	Renfrewshire	GBR	G46 6XN	Great Britain	GBR		-4.294889	55.805641	11/16/2011	MET_SCT	11111	GMT
HSK	Kensington High Street	open	63-97 Kensington High Street	The Barkers Building		London	London	GBR	W8 5SE	Great Britain	GBR		-0.190509	51.501697	6/10/2007	MET_LDN	11110	GMT
PCD	Picadilly	open	12-20 Glasshouse Street			London	London	GBR	W1B 5AR	Great Britain	GBR		-0.136316	51.510818	5/10/2012	MET_LDN	11115	GMT
RCD	Richmond Upon Thames	open	1-3 George Street			London	London	GBR	TW9 1AB	Great Britain	GBR		-0.303179	51.461012	10/8/2013	MET_LDN	11112	GMT
STK	Stoke Newington	open	32-40 Stoke Newington Church Street			London	London	GBR	N16 0LU	Great Britain	GBR		-0.0759	51.562345	1/31/2004	MET_LDN	11107	GMT
GTN	Georgetown	open	2323 Wisconsin Avenue N.W			Washington	District of Columbia	DC	20008	Mid Atlantic	USA	"Washington et al, DC-VA-MD-WV"	-77.071286	38.920936	1/31/1996	MET_DC	10039	EST
GWU	Foggy Bottom	open	2201 Eye Street NW			Washington	District of Columbia	DC	20037	Mid Atlantic	USA	"Washington et al, DC-VA-MD-WV"	-77.049216	38.901275	9/6/2011	MET_DC	10414	EST
PST	P Street	open	1440 P Street NW			Washington	District of Columbia	DC	20005	Mid Atlantic	USA	"Washington et al, DC-VA-MD-WV"	-77.033419	38.909371	12/14/2000	MET_DC	10135	EST
TEN	Tenley Town	open	4530 40th Street NW			Washington	District of Columbia	DC	20016	Mid Atlantic	USA	"Washington et al, DC-VA-MD-WV"	-77.079298	38.949055	8/30/1996	MET_DC	10062	EST
LEX	Lexington Green	open	161 Lexington Green Cir Ste A2			Lexington	Fayette	KY	40503	Mid Atlantic	USA	"Lexington-Fayette, KY"	-84.523822	37.994136	9/28/2007	MET_KY	10325	EST
LOU	Louisville	open	4944 Shelbyville Rd			Louisville	Jefferson	KY	40207	Mid Atlantic	USA	"Louisville-Jefferson Co., KY-IN"	-85.626752	38.24842	2/12/2004	MET_KY	10186	EST
ASI	Annapolis	open	200 Harker Place Suite 100			Annapolis	Anne Arundel	MD	21401	Mid Atlantic	USA	"Baltimore-Towson, MD"	-76.540663	38.980722	5/5/2009	MET_MD	10228	EST
BET	Bethesda	open	5269 River Road			Bethesda	Montgomery	MD	20816	Mid Atlantic	USA	"Washington et al, DC-VA-MD-WV"	-77.104163	38.966156	8/30/1996	MET_MD	10048	EST
CCH	Chevy Chase	open	Wisconsin & Western			Chevy Chase	Montgomery	MD	20815	Mid Atlantic	USA	"Washington et al, DC-VA-MD-WV"	-77.086646	38.960896	5/18/2010	MET_MD	10211	EST
INH	Harbor East	open	1001 Fleet Street	Suite A		Baltimore	Baltimore City	MD	21202	Mid Atlantic	USA	"Baltimore-Towson, MD"	-76.59947	39.283863	8/29/2002	MET_MD	10114	EST
KTL	Kentlands	open	316 Kentlands Blvd.			Gaithersburg	Montgomery	MD	20878	Mid Atlantic	USA	"Washington et al, DC-VA-MD-WV"	-77.237729	39.122641	10/11/2001	MET_MD	10180	EST
MTW	Mt. Washington	open	1330 Smith Avenue			Baltimore	Baltimore City	MD	21209	Mid Atlantic	USA	"Baltimore-Towson, MD"	-76.649505	39.368299	8/30/1996	MET_MD	10064	EST
RWF	White Flint	open	Rockville Pike & Exec.			Rockville	Montgomery	MD	20852	Mid Atlantic	USA	"Washington et al, DC-VA-MD-WV"	-77.111525	39.041227	4/12/2011	MET_MD	10235	EST
SSP	Silver Spring	open	833 Wayne Ave.			Silver Spring	Montgomery	MD	20910	Mid Atlantic	USA	"Washington et al, DC-VA-MD-WV"	-77.024091	38.996059	9/21/2000	MET_MD	10118	EST
CNJ	Cherry Hill	open	1558 North Kings Highway			Cherry Hill	Camden	NJ	08304	Mid Atlantic	USA	"Philadelphia et al, PA-NJ-DE-MD"	-75.010725	39.915448	6/18/2014	MET_NJ	10526	EST
MRL	Marlton	open	940 Route 73 North			Marlton	Burlington	NJ	08053	Mid Atlantic	USA	"Philadelphia et al, PA-NJ-DE-MD"	-74.937997	39.908072	5/21/1998	MET_NJ	10086	EST
PRN	Princeton	open	3495 US Route 1 South			Princeton	Mercer	NJ	08540	Mid Atlantic	USA	"Trenton-Ewing, NJ"	-74.668208	40.308146	9/16/2004	MET_NJ	10187	EST
CHG	Chagrin	open	27249 Chagrin Blvd			Beachwood	Cuyahoga	OH	44122	Mid Atlantic	USA	"Cleveland-Elyria-Mentor, OH"	-81.486034	41.463338	9/28/2007	MET_OH	10309	EST
CIN	Cincinnati	open	2693 Edmonson Rd			Cincinnati	Hamilton	OH	45209	Mid Atlantic	USA	"Cincinnati-Middletown, OH-KY-IN"	-84.447324	39.14547	9/28/2007	MET_OH	10287	EST
CTR	Cedar Center	open	13998 Cedar Rd			University Heights	Cuyahoga	OH	44118	Mid Atlantic	USA	"Cleveland-Elyria-Mentor, OH"	-81.537721	41.500156	3/25/2007	MET_OH	10199	EST
DUB	Dublin	open	3670 W. Dublin-Granville Road			Dublin	Franklin	OH	43235	Mid Atlantic	USA	"Columbus, OH"	-83.086634	40.098628	9/7/2005	MET_OH	10214	EST
EYE	Ohio State - Relo	open	1555 W. Lane Ave			Columbus	Franklin	OH	43221	Mid Atlantic	USA	"Columbus, OH"	-83.05553	40.00661	3/6/2013	MET_OH	10385	EST
MSO	Mason	open	5805 Deerfield Blvd			Mason	Warren	OH	45040	Mid Atlantic	USA	"Cincinnati-Middletown, OH-KY-IN"	-84.3175	39.3078	9/28/2007	MET_OH	10340	EST
CCV	Glen Mills	open	475 Wilmington West Chester Pike			Concordville	Delaware	PA	19342	Mid Atlantic	USA	"Philadelphia et al, PA-NJ-DE-MD"	-75.541535	39.862958	3/6/2012	MET_PA	10353	EST
DEV	Devon	open	821 Lancaster Avenue			Wayne	Chester	PA	19087	Mid Atlantic	USA	"Philadelphia et al, PA-NJ-DE-MD"	-75.411115	40.048876	8/30/1996	MET_PA	10053	EST
JEN	Jenkintown	open	1575 Fairway Rd.			Rydal	Montgomery	PA	19001	Mid Atlantic	USA	"Philadelphia et al, PA-NJ-DE-MD"	-75.116061	40.107871	9/22/1999	MET_PA	10100	EST
NWL	North Wales	open	1210 Bethlehem Pike			North Wales	Montgomery	PA	19002	Mid Atlantic	USA	"Philadelphia et al, PA-NJ-DE-MD"	-75.227222	40.208796	8/30/1996	MET_PA	10052	EST
PHL	Philadelphia	open	2001 Pennsylvania Avenue			Philadelphia	Philadelphia	PA	19130	Mid Atlantic	USA	"Philadelphia et al, PA-NJ-DE-MD"	-75.172472	39.961553	1/8/1997	MET_PA	10067	EST
PLM	Plymouth Meeting	open	Plymouth Meeting Mall			Plymouth Meeting	Montgomery	PA	19462	Mid Atlantic	USA	"Philadelphia et al, PA-NJ-DE-MD"	-75.282203	40.113594	1/12/2010	MET_PA	10249	EST
PTB	Pittsburgh	open	5880 Centre Avenue			Pittsburgh	Allegheny	PA	15206	Mid Atlantic	USA	"Pittsburgh, PA"	-79.928943	40.458457	10/17/2002	MET_PA	10181	EST
SOS	South Street	open	929 South Street			Philadelphia	Philadelphia	PA	19147	Mid Atlantic	USA	"Philadelphia et al, PA-NJ-DE-MD"	-75.157883	39.942897	3/22/2001	MET_PA	10112	EST
WEX	Wexford	open	10576 Perry Highway			Wexford	Allegheny	PA	15090	Mid Atlantic	USA	"Pittsburgh, PA"	-80.053256	40.61462	5/2/2012	MET_PA	10377	EST
WYN	Wynnewood	open	339 East Lancaster Avenue			Wynnewood	Montgomery	PA	19003	Mid Atlantic	USA	"Philadelphia et al, PA-NJ-DE-MD"	-75.277131	40.001999	8/30/1996	MET_PA	10058	EST
ARL	Arlington	open	2700 Wilson Blvd			Arlington	Arlington	VA	22201	Mid Atlantic	USA	"Washington et al, DC-VA-MD-WV"	-77.091065	38.889049	2/29/1996	MET_VA	10042	EST
CHV	Charlottesville	open	1797 Hydraulic Road			Charlottesville	Charlottesville City	VA	22901	Mid Atlantic	USA	"Charlottesville, VA"	-78.490879	38.061699	6/7/2011	MET_VA	10205	EST
FRL	Fair Lakes	open	4501 Market Commons Drive			Fairfax	Fairfax	VA	22033	Mid Atlantic	USA	"Washington et al, DC-VA-MD-WV"	-77.372771	38.858401	1/17/2007	MET_VA	10223	EST
OTN	Old Town	open	1700 Duke Street			Alexandria	Alexandria City	VA	22314	Mid Atlantic	USA	"Washington et al, DC-VA-MD-WV"	-77.0602	38.803668	1/17/2006	MET_VA	10185	EST
RES	Reston	open	11660 Plaza America Drive			Reston	Fairfax	VA	20190	Mid Atlantic	USA	"Washington et al, DC-VA-MD-WV"	-77.347758	38.951382	8/30/1996	MET_VA	10061	EST
SPP	Short Pump	open	11173 West Broad Street			Richmond	Henrico	VA	23233	Mid Atlantic	USA	"Richmond, VA"	-77.599543	37.64397	9/3/2008	MET_VA	10257	EST
SPR	Springfield	open	8402 Old Keene Mill Road			Springfield	Fairfax	VA	22152	Mid Atlantic	USA	"Washington et al, DC-VA-MD-WV"	-77.234937	38.780044	8/30/1996	MET_VA	10056	EST
TYS	Tysons	open	7511 Leesburg Pike			Falls Church	Fairfax	VA	22043	Mid Atlantic	USA	"Washington et al, DC-VA-MD-WV"	-77.205047	38.902898	8/30/1996	MET_VA	10049	EST
VAB	Virginia Beach	open	1800 Laskin Road			Virginia Beach	Virginia Beach City	VA	23454	Mid Atlantic	USA	"Virginia Beach et al, VA-NC"	-76.027984	36.85069	10/24/2012	MET_VA	10466	EST
VNA	Vienna	open	143 Maple Avenue East			Vienna	Fairfax	VA	22180	Mid Atlantic	USA	"Washington et al, DC-VA-MD-WV"	-77.262963	38.902421	11/8/1996	MET_VA	10065	EST
WDM	West Des Moines	open	4100 University Avenue			Des Moines	Polk	IA	50266	Midwest	USA	"Des Moines-West Des Moines, IA"	-93.761185	41.600072	7/18/2012	MET_IA	10460	CST
CIC	Sauganash	open	6020 N. Cicero Avenue			Chicago	Cook	IL	60646	Midwest	USA	"Chicago et al, IL-IN-WI"	-87.748827	41.990369	2/21/2007	MET_CHI	10170	CST
DRF	Deerfield	open	760 Waukegan Road			Deerfield	Lake	IL	60015	Midwest	USA	"Chicago et al, IL-IN-WI"	-87.848029	42.166232	8/23/2000	MET_IL	10116	CST
EVN	Evanston	open	1640 Chicago Avenue			Evanston	Cook	IL	60201	Midwest	USA	"Chicago et al, IL-IN-WI"	-87.679494	42.047623	12/3/1997	MET_CHI	10076	CST
EVS	Chicago Ave	open	1111 Chicago Ave			Evanston	Cook	IL	60202	Midwest	USA	"Chicago et al, IL-IN-WI"	-87.679832	42.038099	9/28/2007	MET_CHI	10369	CST
GST	Gold Coast	open	30 West Huron			Chicago	Cook	IL	60610	Midwest	USA	"Chicago et al, IL-IN-WI"	-87.629444	41.895199	9/1/1999	MET_CHI	10107	CST
HAL	Halsted	open	3640 N. Halsted			Chicago	Cook	IL	60613	Midwest	USA	"Chicago et al, IL-IN-WI"	-87.64977	41.948562	7/25/2007	MET_CHI	10203	CST
HIN	Hinsdale	open	500 E Ogden Ave			Hinsdale	Cook	IL	60521	Midwest	USA	"Chicago et al, IL-IN-WI"	-87.916802	41.817478	9/28/2007	MET_IL	10364	CST
KBS	Kingsbury Sq.	open	1500 N. Kingsbury St			Chicago	Cook	IL	60622	Midwest	USA	"Chicago et al, IL-IN-WI"	-87.652053	41.9082	5/20/2009	MET_CHI	10252	CST
KLD	Kildeer	open	20281 N. Rand Road			Kildeer	Lake	IL	60074	Midwest	USA	"Chicago et al, IL-IN-WI"	-88.043292	42.157396	3/6/2013	MET_IL	10292	CST
LKV	Lakeview	open	3300 N. Ashland			Chicago	Cook	IL	60657	Midwest	USA	"Chicago et al, IL-IN-WI"	-87.669052	41.941884	2/14/1996	MET_CHI	10040	CST
NBK	Northbrook	open	840 Willow Rd.			Northbrook	Cook	IL	60062	Midwest	USA	"Chicago et al, IL-IN-WI"	-87.802663	42.107456	8/29/2007	MET_IL	10244	CST
NPV	Naperville	open	75th Street & Rte 59			Naperville	DuPage	IL	60540	Midwest	USA	"Chicago et al, IL-IN-WI"	-88.19926	41.749014	7/16/2008	MET_IL	10129	CST
OLP	Orland Park	open	15260 S LaGrange Rd			Orland Park	Cook	IL	60462	Midwest	USA	"Chicago et al, IL-IN-WI"	-87.854975	41.6127	11/1/2012	MET_IL	10481	CST
PKR	Park Ridge	open	225 W. Toughy Ave			Park Ridge	Cook	IL	60068	Midwest	USA	"Chicago et al, IL-IN-WI"	-87.824619	42.010708	11/6/2013	MET_CHI	10495	CST
RVF	River Forest	open	7245 Lake St.			River Forest	Cook	IL	60305	Midwest	USA	"Chicago et al, IL-IN-WI"	-87.806366	41.887286	9/21/1994	MET_CHI	10029	CST
SCH	Schaumburg	open	E. Higgins Rd. at State Hwy 53			Schaumburg	Cook	IL	60173	Midwest	USA	"Chicago et al, IL-IN-WI"	-88.036679	42.042239	5/5/2010	MET_IL	10276	CST
SLP	SouthLoop	open	1101 S Canal Street			Chicago	Cook	IL	60607	Midwest	USA	"Chicago et al, IL-IN-WI"	-87.638494	41.868502	8/8/2007	MET_CHI	10171	CST
WBK	Willowbrook	open	201 W. 63rd Street			Willowbrook	DuPage	IL	60527	Midwest	USA	"Chicago et al, IL-IN-WI"	-87.951982	41.773259	11/6/2002	MET_IL	10164	CST
WTN	Wheaton	open	151 Rice Lake Square			Wheaton	DuPage	IL	60187	Midwest	USA	"Chicago et al, IL-IN-WI"	-88.099374	41.831123	2/5/1997	MET_IL	10068	CST
CRL	Carmel	open	14598 Clay Terrace Blvd			Carmel	Hamilton	IN	46032	Midwest	USA	"Indianapolis-Carmel, IN"	-86.131178	39.999416	9/28/2007	MET_IN	10404	EST
IDY	Eighty-Sixth St	open	1300 E 86th St			Indianapolis	Marion	IN	46240	Midwest	USA	"Indianapolis-Carmel, IN"	-86.137108	39.91418	9/28/2007	MET_IN	10378	EST
SBN	South Bend	open	4230 Grape Road			Mishawaka	St. Joseph	IN	46545	Midwest	USA	"South Bend-Mishawaka, IN-MI"	-86.18618	41.699159	4/10/2013	MET_IN	10482	EST
ARB	Ann Arbor	open	3135 Washtenaw Ave			Ann Arbor	Washtenaw	MI	48104	Midwest	USA	"Ann Arbor, MI"	-83.698198	42.258059	9/24/2003	MET_MI	10167	EST
CRB	Cranbrook	open	990 Eisenhower Parkway			Ann Arbor	Washtenaw	MI	48103	Midwest	USA	"Ann Arbor, MI"	-83.758168	42.248543	9/26/2008	MET_MI	10315	EST
MDT	Detroit	open	115 Mack Ave			Detroit	Wayne	MI	48202	Midwest	USA	"Detroit-Warren-Livonia, MI"	-83.057136	42.348156	6/5/2013	MET_MI	10465	EST
RCH	Rochester Hills	open	2918 Walton Blvd.			Rochester Hills	Oakland	MI	48307	Midwest	USA	"Detroit-Warren-Livonia, MI"	-83.192161	42.681631	8/6/2008	MET_MI	10330	EST
SST	Somerset	open	2880 West Maple			Troy	Oakland	MI	48084	Midwest	USA	"Detroit-Warren-Livonia, MI"	-83.185196	42.548559	12/29/1997	MET_MI	10081	EST
WBF	West Bloomfield	open	7350 Orchard lake Road			West Bloomfield	Oakland	MI	48322	Midwest	USA	"Detroit-Warren-Livonia, MI"	-83.362984	42.529823	2/3/2000	MET_MI	10120	EST
CHN	Lake Calhoun	open	3060 Excelsior Blvd.			Minneapolis	Hennepin	MN	55416	Midwest	USA	"Minneapolis et al, MN-WI"	-93.322363	44.947565	12/1/1999	MET_MN	10119	CST
EDI	Edina	open	7401 France Ave South			Edina	Hennepin	MN	55435	Midwest	USA	"Minneapolis et al, MN-WI"	-93.328011	44.867687	4/18/2012	MET_MN	10419	CST
MGV	Maple Grove	open	12201 Elm Creek Blvd N			Maple Grove	Hennepin	MN	55369	Midwest	USA	"Minneapolis et al, MN-WI"	-93.435945	45.091528	7/17/2013	MET_MN	10490	CST
MIN	Hennepin - Minneapolis	open	222 Hennepin Avenue			Minneapolis	Hennepin	MN	55401	Midwest	USA	"Minneapolis et al, MN-WI"	-93.269118	44.982964	9/25/2013	MET_MN	10345	CST
MTK	Minnetonka	open	1001 Plymouth Road			Minnetonka	Hennepin	MN	55305	Midwest	USA	"Minneapolis et al, MN-WI"	-93.44569	44.973958	10/12/2011	MET_MN	10422	CST
STP	St. Paul	open	30 South Fairview			Saint Paul	Ramsey	MN	55105	Midwest	USA	"Minneapolis et al, MN-WI"	-93.176458	44.940524	5/14/1995	MET_MN	10035	CST
GAL	Galleria	open	1601 S. Brentwood Blvd			Saint Louis	St. Louis	MO	63144	Midwest	USA	"St. Louis, MO-IL"	-90.347882	38.627625	9/26/2001	MET_MO	10166	CST
TAC	Town and Country	open	1160 Town and Country Crossing			Saint Louis	St. Louis	MO	63011	Midwest	USA	"St. Louis, MO-IL"	-90.515871	38.622092	6/25/2008	MET_MO	10303	CST
LIN	Lincoln	open	6055 O Street			Lincoln	Lancaster	NE	68510	Midwest	USA	"Lincoln, NE"	-96.638998	40.81291	12/11/2013	MET_NEB	10493	CST
RGY	Regency	open	10020 Regency Circle			Regency-Omaha	Douglas	NE	68114	Midwest	USA	"Omaha-Council Bluffs, NE-IA"	-96.068483	41.261903	9/21/2005	MET_NEB	10169	CST
MKM	Unionville	open	3997 Hwy #7			Markham	Ontario	ON	L3R 5M6	Midwest	CAN		-79.322606	43.857888	10/12/2012	MET_ON	10456	EST
OAK	Oakville	open	301 Cornwall Road			Oakville	Ontario	ON	L6J 7Z5	Midwest	CAN		-79.678943	43.45677	5/10/2005	MET_ON	10226	EST
SQO	Square One	open	155 Square One Drive			Mississauga	Ontario	ON	L5B 0E2	Midwest	CAN		-79.643331	43.596321	8/10/2011	MET_ON	10268	EST
YRK	Yorkville	open	87 Avenue Road			Toronto	Ontario	ON	M5R 3R9	Midwest	CAN		-79.394853	43.67136	5/1/2002	MET_ON	10168	EST
MAD	Madison	open	3313 University Avenue			Madison	Dane	WI	53705	Midwest	USA	"Madison, WI"	-89.44382	43.07513	6/5/1996	MET_WI	10043	CST
MLW	Milwaukee	open	2305 N. Prospect Avenue			Milwaukee	Milwaukee	WI	53211	Midwest	USA	"Milwaukee-Waukesha-W. Allis, WI"	-87.884333	43.060745	9/20/2006	MET_WI	10197	CST
BSH	Bishops Corner	open	340 N Main St & Hwy 44			West Hartford	Hartford	CT	06117	North Atlantic	USA	"Hartford-West Hartford et al, CT"	-72.745477	41.784729	9/28/2007	MET_BOS	10366	EST
GLA	Glastonbury	open	55 Welles Street			Glastonbury	Hartford	CT	06033	North Atlantic	USA	"Hartford-West Hartford et al, CT"	-72.607763	41.714842	3/12/2008	MET_BOS	10336	EST
WHF	W Hartford	open	50 Raymond Road			West Hartford	Hartford	CT	06107	North Atlantic	USA	"Hartford-West Hartford et al, CT"	-72.739994	41.760423	10/26/2005	MET_BOS	10217	EST
ART	Arlington	open	808 Massachusetts Ave			Arlington	Middlesex	MA	02476	North Atlantic	USA	"Boston-Cambridge-Quincy, MA-NH"	-71.158903	42.416463	9/18/2013	MET_BOS	10507	EST
AVR	Andover	open	40 Railroad St			Andover	Essex	MA	01810	North Atlantic	USA	"Boston-Cambridge-Quincy, MA-NH"	-71.144555	42.66094	9/28/2007	MET_BOS	10371	EST
BED	Bedford	open	170 Great Rd			Bedford	Middlesex	MA	01730	North Atlantic	USA	"Boston-Cambridge-Quincy, MA-NH"	-71.273584	42.491232	4/30/1999	MET_BOS	10090	EST
BKL	Brookline	open	1028 Beacon St			Brookline	Norfolk	MA	02466	North Atlantic	USA	"Boston-Cambridge-Quincy, MA-NH"	-71.108386	42.345812	4/11/2013	MET_BOS	10508	EST
BLH	Bellingham	open	255 Hartford Ave.			Bellingham	Norfolk	MA	02019	North Atlantic	USA	"Boston-Cambridge-Quincy, MA-NH"	-71.461699	42.111262	4/30/1999	MET_BOS	10091	EST
BRI	Brighton	open	15 Washington St			Brighton	Suffolk	MA	02135	North Atlantic	USA	"Boston-Cambridge-Quincy, MA-NH"	-71.140425	42.342859	10/1/1992	MET_BOS	10015	EST
CAM	Cambridge	open	115 Prospect St			Cambridge	Middlesex	MA	02139	North Atlantic	USA	"Boston-Cambridge-Quincy, MA-NH"	-71.102353	42.368135	10/1/1992	MET_BOS	10010	EST
CHA	Charleston	open	50 Austin St			Charlestown	Suffolk	MA	02129	North Atlantic	USA	"Boston-Cambridge-Quincy, MA-NH"	-71.065805	42.374862	8/7/2013	MET_BOS	10509	EST
CRP	Charles River	open	181 Cambridge Street			Boston	Suffolk	MA	02114	North Atlantic	USA	"Boston-Cambridge-Quincy, MA-NH"	-71.065159	42.361768	9/14/2005	MET_BOS	10158	EST
DHM	Dedham	open	950 Providence Highway			Dedham	Norfolk	MA	02026	North Atlantic	USA	"Boston-Cambridge-Quincy, MA-NH"	-71.178489	42.234037	9/2/2009	MET_BOS	10319	EST
FPD	Fresh Pond	open	200 Alewife Brook Parkway			Cambridge	Middlesex	MA	02138	North Atlantic	USA	"Boston-Cambridge-Quincy, MA-NH"	-71.141156	42.389483	12/2/1993	MET_BOS	10026	EST
FRA	Framingham	open	575 Worcester Rd. (Rte. 9)			Framingham	Middlesex	MA	01701	North Atlantic	USA	"Boston-Cambridge-Quincy, MA-NH"	-71.421094	42.298595	9/29/2001	MET_BOS	10156	EST
HAD	Hadley	open	327 Russell St			Hadley	Hampshire	MA	01035	North Atlantic	USA	"Springfield, MA"	-72.554264	42.35311	10/1/1992	MET_BOS	10012	EST
HGM	Hingham	open	94 Derby Street			Hingham	Plymouth	MA	02043	North Atlantic	USA	"Boston-Cambridge-Quincy, MA-NH"	-70.910736	42.178126	10/14/2004	MET_BOS	10159	EST
HYS	Hyannis	open	990 Iyannough Road			Hyannis	Barnstable	MA	02601	North Atlantic	USA	"Barnstable Town, MA"	-70.301776	41.672393	5/14/2014	MET_BOS	10512	EST
JMP	Jamaica Plain	open	415 Centre St			Boston	Suffolk	MA	02130	North Atlantic	USA	"Boston-Cambridge-Quincy, MA-NH"	-71.110753	42.321302	10/31/2011	MET_BOS	10438	EST
LNF	Lynnfield	open	100 Market Street			Lynnfield	Essex	MA	01940	North Atlantic	USA	"Boston-Cambridge-Quincy, MA-NH"	-71.030187	42.5144	8/21/2013	MET_BOS	10452	EST
MDF	Medford	open	2151 Mystic Valley Pkwy			Medford	Middlesex	MA	02155	North Atlantic	USA	"Boston-Cambridge-Quincy, MA-NH"	-71.126707	42.417132	9/28/2007	MET_BOS	10380	EST
MLR	Melrose	open	880 Main St			Melrose	Middlesex	MA	02176	North Atlantic	USA	"Boston-Cambridge-Quincy, MA-NH"	-71.061881	42.464836	7/24/2013	MET_BOS	10510	EST
NEW	Newton	open	916 Walnut Street			Newton	Middlesex	MA	02459	North Atlantic	USA	"Boston-Cambridge-Quincy, MA-NH"	-71.206404	42.330017	10/1/1992	MET_BOS	10013	EST
